Lista_Unique_identifiers,Summary_EN,Summary_ES
124919,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Quinine is extensively metabolized by CYP3A4. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with sodium quinine. However, given the QT prolongation risk associated with sodium quinine, ECG monitoring is recommended when coadministering both drugs.",""
124922,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Amisulpride is weakly metabolized and is primarily eliminated renally (possibly via OCT). Temsavir (the active metabolite of fostemsavir) does not inhibit OCTs. ,""
124923,Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Aripiprazole is metabolized by CYP3A4 and CYP2D6. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses and the product label for fostemsavir indicates that fostemsavir should be used with caution in combination with drugs with a known risk of Torsade de Pointes. Aripiprazole has a possible risk of QTc prolongation. An interaction to increase QTc prolongation is unlikely to occur with aripiprazole.,""
124924,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Asenapine is metabolized by glucuronidation (UGT1A4) and oxidative metabolism (CYP1A2 (major) and CYP3A4, CYP2D6 (minor)). Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP or UGT enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses and the product label for fostemsavir indicates that fostemsavir should be used with caution in combination with drugs with a known risk of Torsade de Pointes. Asenapine has a possible risk of QTc prolongation. An interaction to increase QTc prolongation is unlikely to occur with asenapine.",""
124926,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Clozapine is metabolized by CYPs 1A2, 2C19, 3A4, and to a lesser extent by CYPs 2C9 and 2D6. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses and the product label for fostemsavir indicates that fostemsavir should be used with caution in combination with drugs with a known risk of Torsade de Pointes. Clozapine has a possible risk of QTc prolongation. An interaction to increase QTc prolongation is unlikely to occur with clozapine.",""
124892,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Terfenadine undergoes extensive metabolism mainly by CYP3A4 to form azacyclonol and terfenadine alcohol. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with terfenadine. However, given the known QT prolongation risk associated with terfenadine, ECG monitoring is recommended when coadministering both drugs.",""
125069,Coadministration has not been studied. Bexarotene is mainly metabolized by CYP3A4 and induces CYP3A4 (after repeated administration and especially at doses greater than 300 mg/m2/day). Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Bexarotene is unlikely to alter temsavir exposure significantly. Coadministration of fostemsavir with rifabutin (a moderate inducer) decreased temsavir exposure by 30%. This decrease was not considered to be clinically significant and did not warrant a dose adjustment of fostemsavir. This recommendation also applies when fostemsavir is coadministered with bexarotene.,""
125070,"Coadministration has not been studied but based on the metabolism and clearance a clinically significant interaction is unlikely. Bleomycin is inactivated by a cytosolic enzyme, bleomycin hydrolase, and approximately 67% of the administered drug is excreted unchanged in urine probably by glomerular filtration. ",""
125071,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Bortezomib is mainly metabolized by CYPs 3A4 and 2C19 and to a lesser extent by CYPs 1A2, 2D6 and 2C9. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses and the product label for fostemsavir indicates that fostemsavir should be used with caution in combination with drugs with a known risk of Torsade de Pointes. Bortezomib has a possible risk of QTc prolongation. An interaction to increase QTc prolongation is unlikely to occur with bortezomib.",""
125072,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Capecitabine is activated by sequential enzyme reactions to fluorouracil. ,""
124903,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Chloroquine undergoes CYP mediated metabolism by CYPs 2C8, 3A4 and 2D6, and is also eliminated unchanged via the kidney (50%). Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with chloroquine. However, given the known QT prolongation risk associated with chloroquine, ECG monitoring is recommended when coadministering both drugs.",""
124906,"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Halofantrine is extensively metabolized by CYP3A4. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with halofantrine. However, given the known QT prolongation risk associated with halofantrine, ECG monitoring is recommended when coadministering both drugs.",""
124927,Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Fluphenazine is metabolised by CYP2D6. Fostemsavir is a prodrug and is hydrolysed to the active compound temsavir in the small intestine. Temsavir is mainly metabolized by esterase-mediated hydrolysis with a small contribution of CYP3A4. Temsavir does not inhibit or induce CYP enzymes. Fostemsavir has been associated with prolongation of the QTc interval at supra-therapeutic doses and the product label for fostemsavir indicates that fostemsavir should be used with caution in combination with drugs with a known risk of Torsade de Pointes. Fluphenazine has a possible risk of QTc prolongation. An interaction to increase QTc prolongation is unlikely to occur with fluphenazine.,""
