Unique_identifier,Primary_drug_id,Primary_Drug,drug_trade_names,drug_class_name,co_drug_id,Comedication,co_drug_trade_names,co_drug_class_name,Evidence_Grade,Interaction_Status,Interaction_Status_color,site_type,Last_updated,Description,Resumo,created_at,updated_at
120482,2723,Ibalizumab-uiyk,Trogarzo,Antiretrovirals (Entry and Integrase Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:27",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Não foram realizados estudos de interação medicamentosa com o ibalizumab: com base no mecanismo de ação do ibalizumab e na disposição mediada pelo alvo do medicamento, não se esperam interações entre medicamentos. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico. O ibalizumab, um anticorpo monoclonal ligado ao receptor CD4, é provável que seja eliminado via catabolismo intracelular de forma semelhante a outros anticorpos monoclonais.",2020-03-06 13:28:55,NULL
120483,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"December 02, 2019 12:19",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
120484,2545,"Emtricitabine/Tenofovir alafenamide (FTC/TAF, PrEP)","Descovy, PrEP",Antiretrovirals (Nucleoside/tide Analogues),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:27",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico. Calcular a dose de Descovy de acordo com o antiretroviral concomitante.&nbsp;",2020-03-06 13:28:55,NULL
120485,2678,Bictegravir/ Emtricitabine/Tenofovir alafenamide (BIC/FTC/TAF),Biktarvy,Antiretrovirals (Entry and Integrase Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:28",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120486,2321,Dolutegravir (DTG),Tivicay,Antiretrovirals (Entry and Integrase Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:28",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120487,2843,Dolutegravir/Lamivudine (DTG/3TC),Dovato,Antiretrovirals (Entry and Integrase Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:29",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120488,2844,Dolutegravir/Abacavir/ Lamivudine (DTG/ABC/3TC),Triumeq,Antiretrovirals (Entry and Integrase Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:29",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120489,2770,Dolutegravir/Rilpivirine (DTG/RPV),Juluca,Antiretrovirals (Entry and Integrase Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:29",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120490,2322,Elvitegravir/Cobicistat/ Emtricitabine/Tenofovir alafenamide (EVG/c/FTC/TAF),Genvoya,Antiretrovirals (Entry and Integrase Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:29",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120491,2323,Elvitegravir/Cobicistat/ Emtricitabine/Tenofovir-DF (EVG/c/FTC/TDF),Stribild,Antiretrovirals (Entry and Integrase Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:30",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120492,2318,Raltegravir (RAL),Isentress,Antiretrovirals (Entry and Integrase Inhibitors),2934,Pyridoxine (Vitamin B6) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"November 27, 2019 15:30",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. A piridoxina é absorvida do trato gastrointestinal e é convertida na forma ativa que é o piridoxal fosfato. É excretado na urina como ácido 4-piridóxico.",2020-03-06 13:28:55,NULL
120493,2787,Atazanavir alone (ATV),"Reyataz, Atavir",Antiretrovirals (Protease Inhibitors),2935,Retinol (Vitamin A) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"December 02, 2019 13:51","A clinical study evaluated retinol levels in patients with or without HAART and assessed the effect of antiretroviral agents on retinal dehydrogenase (RALDH), a key enzyme involved in retinoic acid synthesis. Plasma retinol levels, measured in six patients receiving HAART and in five others with no antiretroviral therapy, were correlated with levels of serum retinol-binding proteins. Plasma retinol levels in patients receiving HAART were decreased in comparison with those not receiving antiretroviral drugs (51 +/- 5 versus 66 +/- 11 microg/dl; P = 0.03), whereas retinol-binding protein levels were increased (68 +/- 18 versus 45 +/- 10 mg/l; P = 0.04). RALDH activity was heightened by ritonavir (24%), indinavir (17%), saquinavir (17%), zalcitabine (14%), delavirdine (12%) and nelfinavir (10%) and decreased (22%) by DMP-450. RALDH gene expression was induced only by indinavir. These data indicate that certain retinoid-like adverse effects in HAART-receiving patients are not due to higher retinol levels. Enhanced RALDH activity or/and gene expression by some protease inhibitors could increase retinoic acid concentrations. Elevated retinoic acid levels might be responsible for retinoid-like or other adverse effects due to alterations in the expression of retinoic acid-responsive genes.Toma E, Devost D, Chow Lan N, Bhat PV. HIV-protease inhibitors alter retinoic acid synthesis. AIDS. 2001 Oct 19;15(15):1979-84.","A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Um estudo clínico demonstrou que ritonavir, indinavir, nelfinavir e saquinavir aumentou a atividade da desidrogenase retinal, uma enzima envolvida na síntese do ácido retinóico. A intensificação da atividade da desidrogenase retinal por parte de alguns inibidores de protease poderia aumentar as concentrações de ácido retinóico. É pouco provável que isso seja de importância clínica, a menos que doses elevadas de suplementação com retinol sejam administradas a longo prazo.",2020-03-06 13:29:00,NULL
120494,2788,Atazanavir/cobicistat (ATV/c),Evotaz,Antiretrovirals (Protease Inhibitors),2935,Retinol (Vitamin A) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"December 02, 2019 13:51","A clinical study evaluated retinol levels in patients with or without HAART and assessed the effect of antiretroviral agents on retinal dehydrogenase (RALDH), a key enzyme involved in retinoic acid synthesis. Plasma retinol levels, measured in six patients receiving HAART and in five others with no antiretroviral therapy, were correlated with levels of serum retinol-binding proteins. Plasma retinol levels in patients receiving HAART were decreased in comparison with those not receiving antiretroviral drugs (51 +/- 5 versus 66 +/- 11 microg/dl; P = 0.03), whereas retinol-binding protein levels were increased (68 +/- 18 versus 45 +/- 10 mg/l; P = 0.04). RALDH activity was heightened by ritonavir (24%), indinavir (17%), saquinavir (17%), zalcitabine (14%), delavirdine (12%) and nelfinavir (10%) and decreased (22%) by DMP-450. RALDH gene expression was induced only by indinavir. These data indicate that certain retinoid-like adverse effects in HAART-receiving patients are not due to higher retinol levels. Enhanced RALDH activity or/and gene expression by some protease inhibitors could increase retinoic acid concentrations. Elevated retinoic acid levels might be responsible for retinoid-like or other adverse effects due to alterations in the expression of retinoic acid-responsive genes.Toma E, Devost D, Chow Lan N, Bhat PV. HIV-protease inhibitors alter retinoic acid synthesis. AIDS. 2001 Oct 19;15(15):1979-84.","A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Um estudo clínico demonstrou que ritonavir, indinavir, nelfinavir e saquinavir aumentou a atividade da desidrogenase retinal, uma enzima envolvida na síntese do ácido retinóico. A intensificação da atividade da desidrogenase retinal por parte de alguns inibidores de protease poderia aumentar as concentrações de ácido retinóico. É pouco provável que isso seja de importância clínica, a menos que doses elevadas de suplementação com retinol sejam administradas a longo prazo.",2020-03-06 13:29:00,NULL
120495,2789,Atazanavir + ritonavir (ATV/r),"Reyataz, Synthivan",Antiretrovirals (Protease Inhibitors),2935,Retinol (Vitamin A) [alone],,Herbals/Supplements/Vitamins,Very Low,No clinically significant interaction expected,Green,hiv,"December 02, 2019 13:51","A clinical study evaluated retinol levels in patients with or without HAART and assessed the effect of antiretroviral agents on retinal dehydrogenase (RALDH), a key enzyme involved in retinoic acid synthesis. Plasma retinol levels, measured in six patients receiving HAART and in five others with no antiretroviral therapy, were correlated with levels of serum retinol-binding proteins. Plasma retinol levels in patients receiving HAART were decreased in comparison with those not receiving antiretroviral drugs (51 +/- 5 versus 66 +/- 11 microg/dl; P = 0.03), whereas retinol-binding protein levels were increased (68 +/- 18 versus 45 +/- 10 mg/l; P = 0.04). RALDH activity was heightened by ritonavir (24%), indinavir (17%), saquinavir (17%), zalcitabine (14%), delavirdine (12%) and nelfinavir (10%) and decreased (22%) by DMP-450. RALDH gene expression was induced only by indinavir. These data indicate that certain retinoid-like adverse effects in HAART-receiving patients are not due to higher retinol levels. Enhanced RALDH activity or/and gene expression by some protease inhibitors could increase retinoic acid concentrations. Elevated retinoic acid levels might be responsible for retinoid-like or other adverse effects due to alterations in the expression of retinoic acid-responsive genes.Toma E, Devost D, Chow Lan N, Bhat PV. HIV-protease inhibitors alter retinoic acid synthesis. AIDS. 2001 Oct 19;15(15):1979-84.","A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Um estudo clínico demonstrou que ritonavir, indinavir, nelfinavir e saquinavir aumentou a atividade da desidrogenase retinal, uma enzima envolvida na síntese do ácido retinóico. A intensificação da atividade da desidrogenase retinal por parte de alguns inibidores de protease poderia aumentar as concentrações de ácido retinóico. É pouco provável que isso seja de importância clínica, a menos que doses elevadas de suplementação com retinol sejam administradas a longo prazo.",2020-03-06 13:29:00,NULL
